Selected, Category, Month, Day, Date, Name
    ('FALSE', 'Other', 'March', 25, '2014-03-25 00:00:00', 'Maryland Day', NULL),
    ('FALSE', 'Other', 'March', 26, '2014-03-26 00:00:00', 'Prince Jonah Kuhio Kalanianaole Day', NULL),
    ('FALSE', 'Other', 'March', 27, '2014-03-27 00:00:00', 'World Theatre Day (International)', NULL),
    ('FALSE', 'Other', 'March', 28, '2014-03-28 00:00:00', 'Valliyoor Kavu', NULL),
    ('FALSE', 'Other', 'March', 29, '2014-03-29 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'March', 29, '2014-03-29 00:00:00', 'World Puppetry Day (International)', NULL),
    ('FALSE', 'Other', 'March', 30, '2014-03-30 00:00:00', 'Rajastan State Creation Day', NULL),
    ('FALSE', 'Other', 'March', 30, '2014-03-30 00:00:00', 'National Doctors'' Day (United States)', NULL),
    ('FALSE', 'Other', 'March', 31, '2014-03-31 00:00:00', 'Ugadi', NULL),
    ('FALSE', 'Other', 'March', 31, '2014-03-31 00:00:00', 'Seward''s Day', NULL),
    ('FALSE', 'Other', 'March', 31, '2014-03-31 00:00:00', 'César Chávez Day', NULL),
    ('FALSE', 'Other', 'March', 31, '2014-03-31 00:00:00', 'Vasant Navaratri', NULL),
    ('FALSE', 'Other', 'April', 1, '2014-04-01 00:00:00', 'Orissa Formation day', NULL),
    ('FALSE', 'Other', 'April', 1, '2014-04-01 00:00:00', 'Chetti Chand', NULL),
    ('FALSE', 'Other', 'April', 1, '2014-04-01 00:00:00', 'April Fools'' Day or All Fools'' Day', NULL),
    ('FALSE', 'Other', 'April', 2, '2014-04-02 00:00:00', 'International Children''s Book Day', NULL),
    ('FALSE', 'Other', 'April', 2, '2014-04-02 00:00:00', 'World Autism Awareness Day', NULL),
    ('FALSE', 'Other', 'April', 2, '2014-04-02 00:00:00', 'Pascua Florida Day', NULL),
    ('FALSE', 'Other', 'April', 3, '2014-04-03 00:00:00', 'International Day for Landmine Awareness and Assistance (International)', NULL),
    ('FALSE', 'Other', 'April', 4, '2014-04-04 00:00:00', 'Konganpada', NULL),
    ('FALSE', 'Other', 'April', 5, '2014-04-05 00:00:00', 'National Maritime Day', NULL),
    ('FALSE', 'Other', 'April', 5, '2014-04-05 00:00:00', 'Babu Jagajjivan Ram Jayanthi', NULL),
    ('FALSE', 'Other', 'April', 6, '2014-04-06 00:00:00', 'Tartan Day (United States & Canada)', NULL),
    ('FALSE', 'Other', 'April', 7, '2014-04-07 00:00:00', 'International Bird Migration Day in Costa Rica', NULL),
    ('FALSE', 'Other', 'April', 7, '2014-04-07 00:00:00', 'World Health Day (International)', NULL),
    ('FALSE', 'Other', 'April', 8, '2014-04-08 00:00:00', 'Sri Rama navami', NULL),
    ('FALSE', 'Other', 'April', 8, '2014-04-08 00:00:00', 'DABDay – Draw A Bird Day (International)', NULL),
    ('FALSE', 'Other', 'April', 8, '2014-04-08 00:00:00', 'International Day of the Roma', NULL),
    ('FALSE', 'Other', 'April', 9, '2014-04-09 00:00:00', 'World Konkani Day (Goa)', NULL),
    ('FALSE', 'Other', 'April', 10, '2014-04-10 00:00:00', 'Siblings Day (United States)', NULL),
    ('FALSE', 'Other', 'April', 11, '2014-04-11 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'April', 12, '2014-04-12 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'April', 13, '2014-04-13 00:00:00', 'Mahavir Jayanti', NULL),
    ('FALSE', 'Other', 'April', 13, '2014-04-13 00:00:00', 'Bathukamma', NULL),
    ('FALSE', 'Other', 'April', 13, '2014-04-13 00:00:00', 'Palm Sunday', NULL),
    ('FALSE', 'Other', 'April', 14, '2014-04-14 00:00:00', 'Vaisakhi', NULL),
    ('FALSE', 'Other', 'April', 14, '2014-04-14 00:00:00', 'Tamil New Year', NULL),
    ('FALSE', 'Other', 'April', 14, '2014-04-14 00:00:00', 'Dr. B. R. Ambedkar''s Birthday', NULL),
    ('FALSE', 'Other', 'April', 15, '2014-04-15 00:00:00', 'Vishu', NULL),
    ('FALSE', 'Other', 'April', 15, '2014-04-15 00:00:00', 'Hanuman Jayanthi', NULL),
    ('FALSE', 'Other', 'April', 15, '2014-04-15 00:00:00', 'Raja Parba', NULL),
    ('FALSE', 'Other', 'April', 15, '2014-04-15 00:00:00', 'Father Damien Day (Hawaii)', NULL),
    ('FALSE', 'Other', 'April', 15, '2014-04-15 00:00:00', 'World Art Day', NULL),
    ('FALSE', 'Other', 'April', 16, '2014-04-16 00:00:00', 'Emancipation Day', NULL),
    ('FALSE', 'Other', 'April', 16, '2014-04-16 00:00:00', 'World Voice Day', NULL),
    ('FALSE', 'Other', 'April', 16, '2014-04-16 00:00:00', 'Emancipation Day (Washington D.C.)', NULL),
    ('FALSE', 'Other', 'April', 17, '2014-04-17 00:00:00', 'Maundy Thursday', NULL),
    ('FALSE', 'Other', 'April', 17, '2014-04-17 00:00:00', 'World Hemophilia Day (International)', NULL),
    ('FALSE', 'Other', 'April', 18, '2014-04-18 00:00:00', 'Good Friday', NULL),
    ('FALSE', 'Other', 'April', 18, '2014-04-18 00:00:00', 'International Day For Monuments and Sites', NULL),
    ('FALSE', 'Other', 'April', 18, '2014-04-18 00:00:00', 'World Heritage Day', NULL),
    ('FALSE', 'Other', 'April', 19, '2014-04-19 00:00:00', 'Dutch-American Friendship Day (United States)', NULL),
    ('FALSE', 'Other', 'April', 20, '2014-04-20 00:00:00', 'Easter Sunday', NULL),
    ('FALSE', 'Other', 'April', 20, '2014-04-20 00:00:00', '4/20 (International cannabis culture holiday)', NULL),
    ('FALSE', 'Other', 'April', 21, '2014-04-21 00:00:00', 'San Jacinto Day (Texas)', NULL),
    ('FALSE', 'Other', 'April', 21, '2014-04-21 00:00:00', 'Patriot''s Day', NULL),
    ('FALSE', 'Other', 'April', 21, '2014-04-21 00:00:00', 'San Jacinto Day', NULL),
    ('FALSE', 'Other', 'April', 21, '2014-04-21 00:00:00', 'Secretaries'' Day', NULL),
    ('FALSE', 'Other', 'April', 22, '2014-04-22 00:00:00', 'Last Day of Passover', NULL),
    ('FALSE', 'Other', 'April', 22, '2014-04-22 00:00:00', 'International Mother Earth Day (International) (aka Earth Day)', NULL),
    ('FALSE', 'Other', 'April', 23, '2014-04-23 00:00:00', 'World Book Day', NULL),
    ('FALSE', 'Other', 'April', 23, '2014-04-23 00:00:00', 'International Pixel-Stained Technopeasant Day', NULL),
    ('FALSE', 'Other', 'April', 23, '2014-04-23 00:00:00', 'UN English Language Day (United Nations)', NULL),
    ('FALSE', 'Other', 'April', 23, '2014-04-23 00:00:00', 'World Book and Copyright Day', NULL),
    ('FALSE', 'Other', 'April', 24, '2014-04-24 00:00:00', 'World Day for Laboratory Animals', NULL),
    ('FALSE', 'Other', 'April', 25, '2014-04-25 00:00:00', 'Arbor Day', NULL),
    ('FALSE', 'Other', 'April', 25, '2014-04-25 00:00:00', 'Malaria Awareness Day (International)', NULL),
    ('FALSE', 'Other', 'April', 25, '2014-04-25 00:00:00', 'DNA Day', NULL),
    ('FALSE', 'Other', 'April', 26, '2014-04-26 00:00:00', 'World Intellectual Property Day (International)', NULL),
    ('FALSE', 'Other', 'April', 27, '2014-04-27 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'April', 28, '2014-04-28 00:00:00', 'Confederate Memorial Day', NULL),
    ('FALSE', 'Other', 'April', 28, '2014-04-28 00:00:00', 'Workers Memorial Day (International)', NULL),
    ('FALSE', 'Other', 'April', 28, '2014-04-28 00:00:00', 'World Day for Safety and Health at Work (International)', NULL),
    ('FALSE', 'Other', 'April', 29, '2014-04-29 00:00:00', 'International Dance Day (International)', NULL),
    ('FALSE', 'Other', 'April', 29, '2014-04-29 00:00:00', 'Day of Remembrance for all Victims of Chemical Warfare (International)', NULL),
    ('FALSE', 'Other', 'April', 30, '2014-04-30 00:00:00', 'International Jazz Day (UNESCO)', NULL),
    ('FALSE', 'Other', 'May', 1, '2014-05-01 00:00:00', 'May day International Labor Day Worker''s Day', NULL),
    ('FALSE', 'Other', 'May', 1, '2014-05-01 00:00:00', 'National Day of Prayer', NULL),
    ('FALSE', 'Other', 'May', 2, '2014-05-02 00:00:00', 'Basava Jayanthi', NULL),
    ('FALSE', 'Other', 'May', 3, '2014-05-03 00:00:00', 'National Explosive Ordnance Disposal (EOD) Day', NULL),
    ('FALSE', 'Other', 'May', 3, '2014-05-03 00:00:00', 'World Press Freedom Day (International)', NULL),
    ('FALSE', 'Other', 'May', 4, '2014-05-04 00:00:00', 'Coal Miners Day', NULL),
    ('FALSE', 'Other', 'May', 4, '2014-05-04 00:00:00', 'Yatra', NULL),
    ('FALSE', 'Other', 'May', 4, '2014-05-04 00:00:00', 'International Firefighter''s Day', NULL),
    ('FALSE', 'Other', 'May', 4, '2014-05-04 00:00:00', 'Rhode Island Independence Day', NULL),
    ('FALSE', 'Other', 'May', 4, '2014-05-04 00:00:00', 'Bird Day (United States)', NULL),
    ('FALSE', 'Other', 'May', 5, '2014-05-05 00:00:00', 'Cinco de Mayo', NULL),
    ('FALSE', 'Other', 'May', 5, '2014-05-05 00:00:00', 'International Midwives'' Day (International)', NULL),
    ('FALSE', 'Other', 'May', 6, '2014-05-06 00:00:00', 'Primary Election Day Indiana', NULL),
    ('FALSE', 'Other', 'May', 6, '2014-05-06 00:00:00', 'National Teacher Appreciation Day', NULL),
    ('FALSE', 'Other', 'May', 6, '2014-05-06 00:00:00', 'International No Diet Day', NULL),
    ('FALSE', 'Other', 'May', 7, '2014-05-07 00:00:00', 'National Handlooms Day', NULL),
    ('FALSE', 'Other', 'May', 8, '2014-05-08 00:00:00', 'Truman Day', NULL),
    ('FALSE', 'Other', 'May', 8, '2014-05-08 00:00:00', 'World Red Cross and Red Crescent Day (International)', NULL),
    ('FALSE', 'Other', 'May', 9, '2014-05-09 00:00:00', 'World Thalassaemia Day', NULL),
    ('FALSE', 'Other', 'May', 9, '2014-05-09 00:00:00', 'Ravindranath Tagore Birthday', NULL),
    ('FALSE', 'Other', 'May', 9, '2014-05-09 00:00:00', 'Confederate Memorial Day observed', NULL),
    ('FALSE', 'Other', 'May', 10, '2014-05-10 00:00:00', 'Confederate Memorial Day', NULL),
    ('FALSE', 'Other', 'May', 10, '2014-05-10 00:00:00', 'World Fair Trade Day', NULL),
    ('FALSE', 'Other', 'May', 11, '2014-05-11 00:00:00', 'Mother''s Day', NULL),
    ('FALSE', 'Other', 'May', 11, '2014-05-11 00:00:00', 'National Technology Day (India)', NULL),
    ('FALSE', 'Other', 'May', 11, '2014-05-11 00:00:00', 'Statehood Day (Minnesota)', NULL),
    ('FALSE', 'Other', 'May', 12, '2014-05-12 00:00:00', 'International Nurses Day', NULL),
    ('FALSE', 'Other', 'May', 12, '2014-05-12 00:00:00', 'World Hypertension Day', NULL),
    ('FALSE', 'Other', 'May', 13, '2014-05-13 00:00:00', 'Hazrath Ali''s Birthday', NULL),
    ('FALSE', 'Other', 'May', 13, '2014-05-13 00:00:00', 'Primary Election Day West Virginia', NULL),
    ('FALSE', 'Other', 'May', 14, '2014-05-14 00:00:00', 'Buddha Purnima', NULL),
    ('FALSE', 'Other', 'May', 15, '2014-05-15 00:00:00', 'Peace Officers Memorial Day', NULL),
    ('FALSE', 'Other', 'May', 15, '2014-05-15 00:00:00', 'Sir Arthur Thomas Cotton Birthday', NULL),
    ('FALSE', 'Other', 'May', 15, '2014-05-15 00:00:00', 'International Day of Families (International)', NULL),
    ('FALSE', 'Other', 'May', 16, '2014-05-16 00:00:00', 'National Defense Transportation Day', NULL),
    ('FALSE', 'Other', 'May', 17, '2014-05-17 00:00:00', 'Armed Forces Day', NULL),
    ('FALSE', 'Other', 'May', 17, '2014-05-17 00:00:00', 'World Information Society Day (International)', NULL),
    ('FALSE', 'Other', 'May', 17, '2014-05-17 00:00:00', 'World Telecommunication Day', NULL),
    ('FALSE', 'Other', 'May', 18, '2014-05-18 00:00:00', 'Lag BaOmer', NULL),
    ('FALSE', 'Other', 'May', 18, '2014-05-18 00:00:00', 'International Museum Day (International)', NULL),
    ('FALSE', 'Other', 'May', 18, '2014-05-18 00:00:00', 'World AIDS Vaccine Day (International)', NULL),
    ('FALSE', 'Other', 'May', 19, '2014-05-19 00:00:00', 'Malcolm X Day (United States of America)', NULL),
    ('FALSE', 'Other', 'May', 20, '2014-05-20 00:00:00', 'World Metrology Day', NULL),
    ('FALSE', 'Other', 'May', 21, '2014-05-21 00:00:00', 'Emergency Medical Services for Children Day', NULL),
    ('FALSE', 'Other', 'May', 21, '2014-05-21 00:00:00', 'World Day for Cultural Diversity for Dialogue and Development (International)', NULL),
    ('FALSE', 'Other', 'May', 22, '2014-05-22 00:00:00', 'National Maritime Day', NULL),
    ('FALSE', 'Other', 'May', 22, '2014-05-22 00:00:00', 'International Day for Biological Diversity (International)', NULL),
    ('FALSE', 'Other', 'May', 23, '2014-05-23 00:00:00', 'World Turtle Day', NULL),
    ('FALSE', 'Other', 'May', 24, '2014-05-24 00:00:00', 'Commonwealth Day', NULL),
    ('FALSE', 'Other', 'May', 25, '2014-05-25 00:00:00', 'National Missing Children''s Day', NULL),
    ('FALSE', 'Other', 'May', 25, '2014-05-25 00:00:00', 'National Tap Dance Day (United States)', NULL),
    ('FALSE', 'Other', 'May', 26, '2014-05-26 00:00:00', 'Memorial Day', NULL),
    ('FALSE', 'Other', 'May', 26, '2014-05-26 00:00:00', 'Jefferson Davis Birthday', NULL),
    ('FALSE', 'Other', 'May', 27, '2014-05-27 00:00:00', 'Isra and Mi''raj', NULL),
    ('FALSE', 'Other', 'May', 28, '2014-05-28 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'May', 29, '2014-05-29 00:00:00', 'Ascension Day', NULL),
    ('FALSE', 'Other', 'May', 29, '2014-05-29 00:00:00', 'International Day of United Nations Peacekeepers (International)', NULL),
    ('FALSE', 'Other', 'May', 30, '2014-05-30 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'May', 31, '2014-05-31 00:00:00', 'Maha Rana Pratap Jayanthi', NULL),
    ('FALSE', 'Other', 'May', 31, '2014-05-31 00:00:00', 'World No Tobacco Day (International)', NULL),
    ('FALSE', 'Other', 'June', 1, '2014-06-01 00:00:00', 'Guru Arjun Dev Martyrdom Day', NULL),
    ('FALSE', 'Other', 'June', 1, '2014-06-01 00:00:00', 'Statehood Day', NULL),
    ('FALSE', 'Other', 'June', 1, '2014-06-01 00:00:00', 'International Children''s Day (International)', NULL),
    ('FALSE', 'Other', 'June', 2, '2014-06-02 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'June', 3, '2014-06-03 00:00:00', 'Sital Sashti', NULL),
    ('FALSE', 'Other', 'June', 4, '2014-06-04 00:00:00', 'International Day of Innocent Children Victims of Aggression (International)', NULL),
    ('FALSE', 'Other', 'June', 4, '2014-06-04 00:00:00', 'Tiananmen Square Protests of 1989 Memorial Day (International)', NULL),
    ('FALSE', 'Other', 'June', 5, '2014-06-05 00:00:00', 'World Environment Day (International)', NULL),
    ('FALSE', 'Other', 'June', 6, '2014-06-06 00:00:00', 'UN Russian Language Day (United Nations)', NULL),
    ('FALSE', 'Other', 'June', 7, '2014-06-07 00:00:00', 'Shab-e-Barat', NULL),
    ('FALSE', 'Other', 'June', 8, '2014-06-08 00:00:00', 'World Brain Tumor Day', NULL),
    ('FALSE', 'Other', 'June', 8, '2014-06-08 00:00:00', 'World Oceans Day (International)', NULL),
    ('FALSE', 'Other', 'June', 9, '2014-06-09 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'June', 10, '2014-06-10 00:00:00', 'Kottiyoor Utsavam', NULL),
    ('FALSE', 'Other', 'June', 11, '2014-06-11 00:00:00', 'Kamehameha Day', NULL),
    ('FALSE', 'Other', 'June', 12, '2014-06-12 00:00:00', 'Vat Pournima', NULL),
    ('FALSE', 'Other', 'June', 12, '2014-06-12 00:00:00', 'Loving Day (United States)', NULL),
    ('FALSE', 'Other', 'June', 12, '2014-06-12 00:00:00', 'World Day Against Child Labour (International)', NULL),
    ('FALSE', 'Other', 'June', 13, '2014-06-13 00:00:00', 'Sant Guru Kabir Jayanthi', NULL),
    ('FALSE', 'Other', 'June', 14, '2014-06-14 00:00:00', 'Flag Day (United States)', NULL),
    ('FALSE', 'Other', 'June', 14, '2014-06-14 00:00:00', 'World Blood Donor Day (International observance)', NULL),
    ('FALSE', 'Other', 'June', 15, '2014-06-15 00:00:00', 'Father''s Day', NULL),
    ('FALSE', 'Other', 'June', 15, '2014-06-15 00:00:00', 'Global Wind Day', NULL),
    ('FALSE', 'Other', 'June', 16, '2014-06-16 00:00:00', 'International Day of the African Child', NULL),
    ('FALSE', 'Other', 'June', 17, '2014-06-17 00:00:00', 'Bunker Hill Day', NULL),
    ('FALSE', 'Other', 'June', 17, '2014-06-17 00:00:00', 'World Day to Combat Desertification and Drought (International)', NULL),
    ('FALSE', 'Other', 'June', 18, '2014-06-18 00:00:00', 'Autistic Pride Day (International)', NULL),
    ('FALSE', 'Other', 'June', 19, '2014-06-19 00:00:00', 'World Sickle Cell Day (International)', NULL),
    ('FALSE', 'Other', 'June', 19, '2014-06-19 00:00:00', 'World Sauntering Day', NULL),
    ('FALSE', 'Other', 'June', 20, '2014-06-20 00:00:00', 'West Virginia Day', NULL),
    ('FALSE', 'Other', 'June', 20, '2014-06-20 00:00:00', 'World Refugee Day (International)', NULL),
    ('FALSE', 'Other', 'June', 21, '2014-06-21 00:00:00', 'World Humanist Day (Humanism)', NULL),
    ('FALSE', 'Other', 'June', 21, '2014-06-21 00:00:00', 'World Hydrography Day', NULL),
    ('FALSE', 'Other', 'June', 21, '2014-06-21 00:00:00', 'International Yoga Day', NULL),
    ('FALSE', 'Other', 'June', 22, '2014-06-22 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'June', 23, '2014-06-23 00:00:00', 'United Nations Public Service Day (International)', NULL),
    ('FALSE', 'Other', 'June', 24, '2014-06-24 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'June', 25, '2014-06-25 00:00:00', 'National Catfish Day (United States)', NULL),
    ('FALSE', 'Other', 'June', 26, '2014-06-26 00:00:00', 'International Day against Drug Abuse and Illicit Trafficking (International)', NULL),
    ('FALSE', 'Other', 'June', 26, '2014-06-26 00:00:00', 'International Day in Support of Victims of Torture (International)', NULL),
    ('FALSE', 'Other', 'June', 27, '2014-06-27 00:00:00', 'Parents Day', NULL),
    ('FALSE', 'Other', 'June', 28, '2014-06-28 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'June', 29, '2014-06-29 00:00:00', 'Rath Yatra', NULL),
    ('FALSE', 'Other', 'June', 30, '2014-06-30 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 1, '2014-07-01 00:00:00', 'Doctors'' Day (India)', NULL),
    ('FALSE', 'Other', 'July', 2, '2014-07-02 00:00:00', 'World UFO Day', NULL),
    ('FALSE', 'Other', 'July', 3, '2014-07-03 00:00:00', 'Emancipation Day (United States Virgin Islands)', NULL),
    ('FALSE', 'Other', 'July', 4, '2014-07-04 00:00:00', 'Independence Day of USA', NULL),
    ('FALSE', 'Other', 'July', 5, '2014-07-05 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 6, '2014-07-06 00:00:00', 'World Zoonoses Day', NULL),
    ('FALSE', 'Other', 'July', 7, '2014-07-07 00:00:00', 'Bahuda Yatra', NULL),
    ('FALSE', 'Other', 'July', 8, '2014-07-08 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 9, '2014-07-09 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 10, '2014-07-10 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 11, '2014-07-11 00:00:00', 'Free Slurpee Day', NULL),
    ('FALSE', 'Other', 'July', 11, '2014-07-11 00:00:00', 'World Population Day (International)', NULL),
    ('FALSE', 'Other', 'July', 12, '2014-07-12 00:00:00', 'Guru Purnima', NULL),
    ('FALSE', 'Other', 'July', 13, '2014-07-13 00:00:00', 'Bonalu', NULL),
    ('FALSE', 'Other', 'July', 14, '2014-07-14 00:00:00', 'Kateri Tekakwitha (United States)', NULL),
    ('FALSE', 'Other', 'July', 15, '2014-07-15 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 16, '2014-07-16 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 17, '2014-07-17 00:00:00', 'World Day for International Justice (International)', NULL),
    ('FALSE', 'Other', 'July', 18, '2014-07-18 00:00:00', 'Njangattiri Aanayoottu', NULL),
    ('FALSE', 'Other', 'July', 18, '2014-07-18 00:00:00', 'Nelson Mandela Birthday - International Day', NULL),
    ('FALSE', 'Other', 'July', 19, '2014-07-19 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 20, '2014-07-20 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 21, '2014-07-21 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 22, '2014-07-22 00:00:00', 'Ratcatcher''s Day', NULL),
    ('FALSE', 'Other', 'July', 23, '2014-07-23 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 24, '2014-07-24 00:00:00', 'Happy Cousins Day', NULL),
    ('FALSE', 'Other', 'July', 25, '2014-07-25 00:00:00', 'Jamath Ul-Vida', NULL),
    ('FALSE', 'Other', 'July', 26, '2014-07-26 00:00:00', 'Kargil Victory Day', NULL),
    ('FALSE', 'Other', 'July', 27, '2014-07-27 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'July', 28, '2014-07-28 00:00:00', 'World Hepatitis Day (International)', NULL),
    ('FALSE', 'Other', 'July', 29, '2014-07-29 00:00:00', 'International Tiger Day', NULL),
    ('FALSE', 'Other', 'July', 30, '2014-07-30 00:00:00', 'Eid ul-fitr', NULL),
    ('FALSE', 'Other', 'July', 31, '2014-07-31 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 1, '2014-08-01 00:00:00', 'Naag Panchami | Nagula Chaviti', NULL),
    ('FALSE', 'Other', 'August', 2, '2014-08-02 00:00:00', 'Pingali Venkayya (India)', NULL),
    ('FALSE', 'Other', 'August', 3, '2014-08-03 00:00:00', 'International Friendship Day', NULL),
    ('FALSE', 'Other', 'August', 4, '2014-08-04 00:00:00', 'World Scout Scarf Day (International)', NULL),
    ('FALSE', 'Other', 'August', 5, '2014-08-05 00:00:00', 'Bhagat Puran Singh', NULL),
    ('FALSE', 'Other', 'August', 6, '2014-08-06 00:00:00', 'Hiroshima Day', NULL),
    ('FALSE', 'Other', 'August', 7, '2014-08-07 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 8, '2014-08-08 00:00:00', 'Mahalakshmi Vratam', NULL),
    ('FALSE', 'Other', 'August', 8, '2014-08-08 00:00:00', 'World Senior Citizen''s Day', NULL),
    ('FALSE', 'Other', 'August', 9, '2014-08-09 00:00:00', 'International Day of the World''s Indigenous People (International)', NULL),
    ('FALSE', 'Other', 'August', 9, '2014-08-09 00:00:00', 'Quit India Day', NULL),
    ('FALSE', 'Other', 'August', 9, '2014-08-09 00:00:00', 'Nagasaki Day', NULL),
    ('FALSE', 'Other', 'August', 10, '2014-08-10 00:00:00', 'Raksha Bandan', NULL),
    ('FALSE', 'Other', 'August', 11, '2014-08-11 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 12, '2014-08-12 00:00:00', 'International Youth Day (United Nations)', NULL),
    ('FALSE', 'Other', 'August', 12, '2014-08-12 00:00:00', 'National Middle Child Day', NULL),
    ('FALSE', 'Other', 'August', 13, '2014-08-13 00:00:00', 'International Lefthanders Day (International)', NULL),
    ('FALSE', 'Other', 'August', 14, '2014-08-14 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 15, '2014-08-15 00:00:00', 'Independence Day (India)', NULL),
    ('FALSE', 'Other', 'August', 15, '2014-08-15 00:00:00', 'Feast of the Blessed Virgin', NULL),
    ('FALSE', 'Other', 'August', 15, '2014-08-15 00:00:00', 'Relaxation Day', NULL),
    ('FALSE', 'Other', 'August', 15, '2014-08-15 00:00:00', 'Victory over Japan Day', NULL),
    ('FALSE', 'Other', 'August', 16, '2014-08-16 00:00:00', 'Bennington Battle Day (Vermont United States)', NULL),
    ('FALSE', 'Other', 'August', 16, '2014-08-16 00:00:00', 'National Honey Bee Day', NULL),
    ('FALSE', 'Other', 'August', 16, '2014-08-16 00:00:00', 'National Tell a Joke Day', NULL),
    ('FALSE', 'Other', 'August', 17, '2014-08-17 00:00:00', 'krishna Janmastami', NULL),
    ('FALSE', 'Other', 'August', 18, '2014-08-18 00:00:00', 'Parsi New Year', NULL),
    ('FALSE', 'Other', 'August', 18, '2014-08-18 00:00:00', 'International Day of the World''s Indigenous Peoples', NULL),
    ('FALSE', 'Other', 'August', 18, '2014-08-18 00:00:00', 'Nandotsav', NULL),
    ('FALSE', 'Other', 'August', 19, '2014-08-19 00:00:00', 'National Aviation Day (United States)', NULL),
    ('FALSE', 'Other', 'August', 19, '2014-08-19 00:00:00', 'World Humanitarian Day (International)', NULL),
    ('FALSE', 'Other', 'August', 19, '2014-08-19 00:00:00', 'World Photography Day', NULL),
    ('FALSE', 'Other', 'August', 20, '2014-08-20 00:00:00', 'Rajiv Gandhi Akshay Urja Diwas (India)', NULL),
    ('FALSE', 'Other', 'August', 20, '2014-08-20 00:00:00', 'World Mosquito Day (International)', NULL),
    ('FALSE', 'Other', 'August', 21, '2014-08-21 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 22, '2014-08-22 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 23, '2014-08-23 00:00:00', 'International Day for the Remembrance of the Slave Trade and its Abolition (International)', NULL),
    ('FALSE', 'Other', 'August', 24, '2014-08-24 00:00:00', 'Venkaiah Swami Aradhanotsavalu', NULL),
    ('FALSE', 'Other', 'August', 25, '2014-08-25 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'August', 26, '2014-08-26 00:00:00', 'Women''s Equality Day (United States)', NULL),
    ('FALSE', 'Other', 'August', 26, '2014-08-26 00:00:00', 'National Dog Day', NULL),
    ('FALSE', 'Other', 'August', 26, '2014-08-26 00:00:00', 'Mother Teresa Jayanthi', NULL),
    ('FALSE', 'Other', 'August', 27, '2014-08-27 00:00:00', 'Lyndon Baines Johnson Day (Texas)', NULL),
    ('FALSE', 'Other', 'August', 28, '2014-08-28 00:00:00', 'Gowri Habba', NULL),
    ('FALSE', 'Other', 'August', 29, '2014-08-29 00:00:00', 'Ganesh Chaturdhi', NULL),
    ('FALSE', 'Other', 'August', 29, '2014-08-29 00:00:00', 'National Sports Day (Dhyan Chand''s Birthday)', NULL),
    ('FALSE', 'Other', 'August', 29, '2014-08-29 00:00:00', 'International Day against Nuclear Tests (international)', NULL),
    ('FALSE', 'Other', 'August', 29, '2014-08-29 00:00:00', 'Telugu Language Day (India) Gidugu Venkata Rama Murthy', NULL),
    ('FALSE', 'Other', 'August', 30, '2014-08-30 00:00:00', 'International Day of the Disappeared (International)', NULL),
    ('FALSE', 'Other', 'August', 30, '2014-08-30 00:00:00', 'Charles Chapman Grafton (Episcopal Church (USA)', NULL),
    ('FALSE', 'Other', 'August', 31, '2014-08-31 00:00:00', 'Artist Bapu Vardhanthi', NULL),
    ('FALSE', 'Other', 'September', 1, '2014-09-01 00:00:00', 'Labor Day', NULL),
    ('FALSE', 'Other', 'September', 2, '2014-09-02 00:00:00', 'Coconut Day', NULL),
    ('FALSE', 'Other', 'September', 3, '2014-09-03 00:00:00', NULL, NULL),
    ('FALSE', 'Other', 'September', 4, '2014-09-04 00:00:00', 'Newspaper Carrier Day (United States)', NULL),
